transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
9248,88,1122,2017-09-05T00:00:00Z,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1998-12-16T00:00:00Z
12924,13,1165,2017-09-05T00:00:00Z,TRUE,Approved,Solex,Standard,medium,medium,1577.53,826.51,2011-03-16T00:00:00Z
12581,82,1210,2017-09-05T00:00:00Z,TRUE,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-10T00:00:00Z
2032,41,1215,2017-09-05T00:00:00Z,TRUE,Approved,Solex,Road,medium,medium,416.98,312.74,1997-05-10T00:00:00Z
3946,93,1233,2017-09-05T00:00:00Z,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,1991-05-06T00:00:00Z
8614,89,1287,2017-09-05T00:00:00Z,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1993-04-20T00:00:00Z
6574,62,1350,2017-09-05T00:00:00Z,TRUE,Approved,Solex,Standard,medium,medium,478.16,298.72,1998-12-17T00:00:00Z
7179,92,1379,2017-09-05T00:00:00Z,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,1991-05-06T00:00:00Z
16780,2,1442,2017-09-05T00:00:00Z,TRUE,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-12-02T00:00:00Z
4399,98,1479,2017-09-05T00:00:00Z,FALSE,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,2004-01-16T00:00:00Z
2956,54,1506,2017-09-05T00:00:00Z,FALSE,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2009-04-12T00:00:00Z
14459,33,1517,2017-09-05T00:00:00Z,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1992-10-11T00:00:00Z
642,30,1570,2017-09-05T00:00:00Z,FALSE,Approved,Solex,Standard,high,medium,748.17,448.9,1991-11-10T00:00:00Z
17239,39,1649,2017-09-05T00:00:00Z,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2010-06-07T00:00:00Z
7513,0,1731,2017-09-05T00:00:00Z,FALSE,Approved,Solex,Standard,medium,medium,441.49,84.99,2003-02-16T00:00:00Z
19336,86,1812,2017-09-05T00:00:00Z,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2004-08-07T00:00:00Z
3045,79,2495,2017-09-05T00:00:00Z,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2003-09-09T00:00:00Z
5100,15,2526,2017-09-05T00:00:00Z,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,2005-12-07T00:00:00Z
9034,92,2737,2017-09-05T00:00:00Z,TRUE,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2000-11-03T00:00:00Z
462,62,2794,2017-09-05T00:00:00Z,TRUE,Approved,Solex,Standard,medium,medium,478.16,298.72,2012-05-18T00:00:00Z
31,88,2810,2017-09-05T00:00:00Z,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,2002-10-10T00:00:00Z
550,77,2839,2017-09-05T00:00:00Z,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,2011-01-10T00:00:00Z
11900,39,2869,2017-09-05T00:00:00Z,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2010-06-07T00:00:00Z
16734,24,2936,2017-09-05T00:00:00Z,FALSE,Approved,Solex,Road,medium,large,1777.8,820.78,2010-11-05T00:00:00Z
15899,38,2956,2017-09-05T00:00:00Z,FALSE,Approved,Solex,Standard,medium,medium,1577.53,826.51,1997-05-10T00:00:00Z
10672,36,3050,2017-09-05T00:00:00Z,FALSE,Approved,Solex,Standard,low,medium,1289.85,74.51,2007-12-11T00:00:00Z
15820,72,3137,2017-09-05T00:00:00Z,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-06T00:00:00Z
9153,66,3143,2017-09-05T00:00:00Z,TRUE,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2010-11-05T00:00:00Z
19897,70,3163,2017-09-05T00:00:00Z,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2015-04-11T00:00:00Z
13684,84,3188,2017-09-05T00:00:00Z,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,2004-12-18T00:00:00Z
201,0,3208,2017-09-05T00:00:00Z,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-04T00:00:00Z
1412,57,3240,2017-09-05T00:00:00Z,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,2015-06-17T00:00:00Z
6374,52,3283,2017-09-05T00:00:00Z,FALSE,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,2001-11-25T00:00:00Z
11469,78,3385,2017-09-05T00:00:00Z,TRUE,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-07-25T00:00:00Z
13285,47,3,2017-09-04T00:00:00Z,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2010-05-05T00:00:00Z
6705,72,12,2017-09-04T00:00:00Z,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-06T00:00:00Z
5770,41,25,2017-09-04T00:00:00Z,TRUE,Approved,Solex,Road,medium,medium,416.98,312.74,2008-03-19T00:00:00Z
11249,4,44,2017-09-04T00:00:00Z,FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2005-08-09T00:00:00Z
12748,46,81,2017-09-04T00:00:00Z,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-20T00:00:00Z
775,31,94,2017-09-04T00:00:00Z,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-10T00:00:00Z
1019,88,99,2017-09-04T00:00:00Z,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1998-12-16T00:00:00Z
5063,85,181,2017-09-04T00:00:00Z,FALSE,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2015-08-02T00:00:00Z
4163,80,245,2017-09-04T00:00:00Z,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-25T00:00:00Z
556,91,359,2017-09-04T00:00:00Z,FALSE,Approved,Solex,Standard,medium,medium,100.35,75.26,1994-08-10T00:00:00Z
10554,35,438,2017-09-04T00:00:00Z,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2012-12-02T00:00:00Z
2421,17,661,2017-09-04T00:00:00Z,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1993-04-20T00:00:00Z
11420,94,744,2017-09-04T00:00:00Z,FALSE,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2013-06-09T00:00:00Z
6053,90,905,2017-09-04T00:00:00Z,TRUE,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2005-05-10T00:00:00Z
10845,74,934,2017-09-04T00:00:00Z,FALSE,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,1994-07-12T00:00:00Z
15416,21,1088,2017-09-04T00:00:00Z,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1996-11-09T00:00:00Z
12489,50,1130,2017-09-04T00:00:00Z,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2003-02-16T00:00:00Z
7921,73,1167,2017-09-04T00:00:00Z,FALSE,Approved,Solex,Standard,medium,medium,1945.43,333.18,2002-08-31T00:00:00Z
9402,29,1213,2017-09-04T00:00:00Z,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2000-11-03T00:00:00Z
539,38,1312,2017-09-04T00:00:00Z,TRUE,Approved,Solex,Standard,medium,medium,1577.53,826.51,2011-03-16T00:00:00Z
3180,38,1368,2017-09-04T00:00:00Z,FALSE,Approved,Solex,Standard,medium,medium,1577.53,826.51,2011-03-16T00:00:00Z
14495,5,1443,2017-09-04T00:00:00Z,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2011-08-29T00:00:00Z
17000,72,1453,2017-09-04T00:00:00Z,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-10-18T00:00:00Z
1112,74,1726,2017-09-04T00:00:00Z,FALSE,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2014-07-28T00:00:00Z
14399,5,1791,2017-09-04T00:00:00Z,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2011-04-16T00:00:00Z
9613,35,1816,2017-09-04T00:00:00Z,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-12T00:00:00Z
11182,24,1857,2017-09-04T00:00:00Z,TRUE,Approved,Solex,Road,medium,large,1777.8,820.78,2015-05-21T00:00:00Z
12913,52,1887,2017-09-04T00:00:00Z,FALSE,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,1997-10-04T00:00:00Z
16164,6,1946,2017-09-04T00:00:00Z,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2003-02-07T00:00:00Z
130,44,2134,2017-09-04T00:00:00Z,FALSE,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2011-05-09T00:00:00Z
15955,39,2166,2017-09-04T00:00:00Z,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2010-06-07T00:00:00Z
14806,83,2169,2017-09-04T00:00:00Z,FALSE,Approved,Solex,Touring,medium,large,2083.94,675.03,2013-09-16T00:00:00Z
1075,11,2174,2017-09-04T00:00:00Z,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2010-05-05T00:00:00Z
13403,51,2372,2017-09-04T00:00:00Z,FALSE,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,2012-04-10T00:00:00Z
12595,3,2484,2017-09-04T00:00:00Z,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2011-04-16T00:00:00Z
11977,79,2545,2017-09-04T00:00:00Z,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2015-08-02T00:00:00Z
9198,85,2562,2017-09-04T00:00:00Z,TRUE,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2015-08-02T00:00:00Z
17489,90,2564,2017-09-04T00:00:00Z,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2005-05-10T00:00:00Z
19712,78,2565,2017-09-04T00:00:00Z,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2013-09-16T00:00:00Z
18787,95,2576,2017-09-04T00:00:00Z,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2003-09-10T00:00:00Z
13689,0,2827,2017-09-04T00:00:00Z,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-06T00:00:00Z
4076,99,2833,2017-09-04T00:00:00Z,TRUE,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,1991-05-06T00:00:00Z
18800,64,2866,2017-09-04T00:00:00Z,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-24T00:00:00Z
13159,79,2906,2017-09-04T00:00:00Z,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2015-08-02T00:00:00Z
14077,43,2946,2017-09-04T00:00:00Z,TRUE,Approved,Solex,Standard,medium,medium,1151.96,649.49,2007-12-11T00:00:00Z
15099,28,2951,2017-09-04T00:00:00Z,TRUE,Approved,Solex,Road,medium,small,1703.52,1516.13,2011-04-16T00:00:00Z
4481,34,2952,2017-09-04T00:00:00Z,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-17T00:00:00Z
4758,54,2982,2017-09-04T00:00:00Z,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,1997-10-04T00:00:00Z
17501,92,2993,2017-09-04T00:00:00Z,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2003-01-05T00:00:00Z
16201,20,3015,2017-09-04T00:00:00Z,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2014-03-03T00:00:00Z
11053,97,3152,2017-09-04T00:00:00Z,TRUE,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,2004-08-17T00:00:00Z
17279,52,3258,2017-09-04T00:00:00Z,FALSE,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,2009-04-12T00:00:00Z
18635,9,3283,2017-09-04T00:00:00Z,FALSE,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,2007-08-04T00:00:00Z
6101,96,3325,2017-09-04T00:00:00Z,FALSE,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2013-06-09T00:00:00Z
16507,38,3361,2017-09-04T00:00:00Z,FALSE,Approved,Solex,Standard,medium,medium,1577.53,826.51,1991-01-21T00:00:00Z
8047,21,3371,2017-09-04T00:00:00Z,TRUE,Approved,Solex,Standard,medium,large,1071.23,380.74,1996-04-05T00:00:00Z
1766,0,3483,2017-09-04T00:00:00Z,FALSE,Approved,Solex,Road,medium,medium,416.98,312.74,2012-06-04T00:00:00Z
14395,11,186,2017-09-03T00:00:00Z,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,2007-08-04T00:00:00Z
16667,56,262,2017-09-03T00:00:00Z,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1993-05-26T00:00:00Z
9523,51,313,2017-09-03T00:00:00Z,FALSE,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,1997-02-09T00:00:00Z
8163,14,359,2017-09-03T00:00:00Z,TRUE,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2003-08-05T00:00:00Z
8043,38,457,2017-09-03T00:00:00Z,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2015-10-18T00:00:00Z
18459,66,621,2017-09-03T00:00:00Z,FALSE,Approved,Solex,Standard,medium,medium,1163.89,589.27,2016-07-09T00:00:00Z
5076,10,627,2017-09-03T00:00:00Z,FALSE,Approved,Solex,Standard,medium,medium,1945.43,333.18,2002-08-31T00:00:00Z
12098,99,646,2017-09-03T00:00:00Z,FALSE,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,1991-05-06T00:00:00Z
4800,78,647,2017-09-03T00:00:00Z,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-01-16T00:00:00Z
6436,32,700,2017-09-03T00:00:00Z,FALSE,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,2002-03-22T00:00:00Z
6871,77,716,2017-09-03T00:00:00Z,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,2011-01-10T00:00:00Z
9646,60,718,2017-09-03T00:00:00Z,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2015-05-21T00:00:00Z
11368,57,750,2017-09-03T00:00:00Z,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,2015-10-18T00:00:00Z
9099,38,860,2017-09-03T00:00:00Z,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2011-08-29T00:00:00Z
17284,32,1215,2017-09-03T00:00:00Z,FALSE,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,2002-03-22T00:00:00Z
7095,74,1260,2017-09-03T00:00:00Z,FALSE,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2000-05-22T00:00:00Z
18854,1,1285,2017-09-03T00:00:00Z,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2011-08-29T00:00:00Z
19388,68,1362,2017-09-03T00:00:00Z,FALSE,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2000-05-22T00:00:00Z
1313,64,1473,2017-09-03T00:00:00Z,TRUE,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2015-05-21T00:00:00Z
1477,13,1699,2017-09-03T00:00:00Z,FALSE,Approved,Solex,Standard,medium,medium,1163.89,589.27,2005-12-07T00:00:00Z
1455,36,1761,2017-09-03T00:00:00Z,FALSE,Approved,Solex,Standard,low,medium,945.04,507.58,1997-05-10T00:00:00Z
16376,33,1887,2017-09-03T00:00:00Z,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,2003-03-18T00:00:00Z
6017,34,1900,2017-09-03T00:00:00Z,TRUE,Approved,Norco Bicycles,Road,high,large,774.53,464.72,1997-05-10T00:00:00Z
2362,28,1914,2017-09-03T00:00:00Z,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-08-05T00:00:00Z
10677,85,1951,2017-09-03T00:00:00Z,FALSE,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2015-08-02T00:00:00Z
19644,23,1971,2017-09-03T00:00:00Z,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,2011-05-07T00:00:00Z
5792,5,2307,2017-09-03T00:00:00Z,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2004-09-28T00:00:00Z
18921,78,2390,2017-09-03T00:00:00Z,TRUE,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-07-25T00:00:00Z
16037,65,2595,2017-09-03T00:00:00Z,FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,1995-10-24T00:00:00Z
18368,24,2662,2017-09-03T00:00:00Z,TRUE,Approved,Solex,Road,medium,large,1777.8,820.78,1999-06-23T00:00:00Z
3202,2,2755,2017-09-03T00:00:00Z,FALSE,Approved,Solex,Standard,medium,medium,71.49,53.62,2011-08-29T00:00:00Z
5692,42,2869,2017-09-03T00:00:00Z,TRUE,Approved,OHM Cycles,Road,medium,small,1810,1610.9,2008-03-19T00:00:00Z
12535,0,2972,2017-09-03T00:00:00Z,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-06T00:00:00Z
6029,49,3030,2017-09-03T00:00:00Z,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-04T00:00:00Z
3685,4,3054,2017-09-03T00:00:00Z,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2005-08-09T00:00:00Z
2746,3,3242,2017-09-03T00:00:00Z,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1998-12-17T00:00:00Z
3814,82,3246,2017-09-03T00:00:00Z,FALSE,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2005-05-10T00:00:00Z
13655,79,3307,2017-09-03T00:00:00Z,TRUE,Approved,Solex,Touring,medium,large,2083.94,675.03,2013-09-16T00:00:00Z
2359,19,3352,2017-09-03T00:00:00Z,FALSE,Approved,OHM Cycles,Road,high,large,12.01,7.21,2009-03-08T00:00:00Z
18846,28,3355,2017-09-03T00:00:00Z,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-08-05T00:00:00Z
3163,69,3484,2017-09-03T00:00:00Z,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,2004-01-16T00:00:00Z
6765,37,3492,2017-09-03T00:00:00Z,FALSE,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-20T00:00:00Z
11641,70,199,2017-09-02T00:00:00Z,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2002-08-31T00:00:00Z
19586,42,255,2017-09-02T00:00:00Z,FALSE,Approved,OHM Cycles,Road,medium,small,1810,1610.9,2008-03-19T00:00:00Z
3919,60,292,2017-09-02T00:00:00Z,FALSE,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2005-10-22T00:00:00Z
18167,44,331,2017-09-02T00:00:00Z,FALSE,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2001-11-25T00:00:00Z
7781,54,405,2017-09-02T00:00:00Z,FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2015-04-11T00:00:00Z
9451,95,453,2017-09-02T00:00:00Z,FALSE,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-25T00:00:00Z
14646,19,466,2017-09-02T00:00:00Z,TRUE,Approved,OHM Cycles,Road,high,large,12.01,7.21,2011-05-07T00:00:00Z
4893,35,477,2017-09-02T00:00:00Z,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1998-12-16T00:00:00Z
5669,35,525,2017-09-02T00:00:00Z,FALSE,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,2011-03-16T00:00:00Z
18139,22,570,2017-09-02T00:00:00Z,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1991-08-05T00:00:00Z
5911,86,617,2017-09-02T00:00:00Z,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2004-08-07T00:00:00Z
5660,68,668,2017-09-02T00:00:00Z,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2010-08-20T00:00:00Z
540,40,682,2017-09-02T00:00:00Z,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,1993-04-12T00:00:00Z
3329,26,692,2017-09-02T00:00:00Z,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-26T00:00:00Z
6267,3,724,2017-09-02T00:00:00Z,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1998-12-17T00:00:00Z
15717,19,765,2017-09-02T00:00:00Z,FALSE,Approved,OHM Cycles,Road,high,large,12.01,7.21,2009-03-08T00:00:00Z
15390,90,929,2017-09-02T00:00:00Z,TRUE,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2005-05-10T00:00:00Z
13219,38,945,2017-09-02T00:00:00Z,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2003-07-21T00:00:00Z
6417,17,1090,2017-09-02T00:00:00Z,TRUE,Approved,Solex,Standard,high,medium,1024.66,614.8,1996-11-09T00:00:00Z
754,85,1192,2017-09-02T00:00:00Z,FALSE,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2015-08-02T00:00:00Z
11017,38,1261,2017-09-02T00:00:00Z,TRUE,Approved,Solex,Standard,medium,medium,1577.53,826.51,2011-03-16T00:00:00Z
133,93,1282,2017-09-02T00:00:00Z,TRUE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2002-10-10T00:00:00Z
3885,4,1331,2017-09-02T00:00:00Z,TRUE,Approved,Solex,Standard,medium,medium,1483.2,99.59,1998-12-17T00:00:00Z
11014,85,1460,2017-09-02T00:00:00Z,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2008-03-19T00:00:00Z
9223,82,1556,2017-09-02T00:00:00Z,FALSE,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2013-09-16T00:00:00Z
11892,46,1704,2017-09-02T00:00:00Z,FALSE,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-20T00:00:00Z
17898,98,1767,2017-09-02T00:00:00Z,TRUE,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,1991-05-06T00:00:00Z
2997,97,1822,2017-09-02T00:00:00Z,FALSE,Approved,Solex,Standard,medium,large,202.62,151.96,2016-03-29T00:00:00Z
17245,20,1887,2017-09-02T00:00:00Z,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1993-05-26T00:00:00Z
5755,81,1891,2017-09-02T00:00:00Z,FALSE,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1991-05-06T00:00:00Z
8421,64,2001,2017-09-02T00:00:00Z,TRUE,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2014-10-10T00:00:00Z
15858,9,2029,2017-09-02T00:00:00Z,TRUE,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1991-11-07T00:00:00Z
12219,11,2033,2017-09-02T00:00:00Z,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2010-05-05T00:00:00Z
9541,83,2041,2017-09-02T00:00:00Z,FALSE,Approved,Solex,Touring,medium,large,2083.94,675.03,2013-09-16T00:00:00Z
19547,1,2084,2017-09-02T00:00:00Z,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-14T00:00:00Z
3499,62,2197,2017-09-02T00:00:00Z,FALSE,Approved,Solex,Standard,medium,medium,478.16,298.72,1993-06-23T00:00:00Z
13725,75,2298,2017-09-02T00:00:00Z,TRUE,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,2014-10-10T00:00:00Z
15184,63,2354,2017-09-02T00:00:00Z,FALSE,Approved,Solex,Standard,medium,medium,1483.2,99.59,1998-12-17T00:00:00Z
12052,10,2424,2017-09-02T00:00:00Z,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2014-03-03T00:00:00Z
16377,12,2560,2017-09-02T00:00:00Z,TRUE,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-17T00:00:00Z
11837,84,2646,2017-09-02T00:00:00Z,TRUE,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,1993-04-20T00:00:00Z
4916,77,2691,2017-09-02T00:00:00Z,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,2011-01-10T00:00:00Z
10713,39,2788,2017-09-02T00:00:00Z,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2010-06-07T00:00:00Z
2537,95,2797,2017-09-02T00:00:00Z,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2004-01-16T00:00:00Z
18282,41,2816,2017-09-02T00:00:00Z,TRUE,Approved,Solex,Road,medium,medium,416.98,312.74,2007-12-11T00:00:00Z
3532,51,2874,2017-09-02T00:00:00Z,FALSE,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,2012-04-10T00:00:00Z
1423,78,2982,2017-09-02T00:00:00Z,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,1991-07-10T00:00:00Z
18979,72,3070,2017-09-02T00:00:00Z,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-06T00:00:00Z
6863,63,3415,2017-09-02T00:00:00Z,FALSE,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,2003-03-18T00:00:00Z
11818,15,3445,2017-09-02T00:00:00Z,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,2009-03-08T00:00:00Z
507,71,3468,2017-09-02T00:00:00Z,TRUE,Approved,Solex,Standard,high,large,1842.92,1105.75,1995-10-24T00:00:00Z
16953,67,173,2017-09-01T00:00:00Z,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2003-02-07T00:00:00Z
7244,14,217,2017-09-01T00:00:00Z,TRUE,Approved,Solex,Standard,high,large,1842.92,1105.75,1995-10-24T00:00:00Z
6385,70,233,2017-09-01T00:00:00Z,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2015-04-11T00:00:00Z
15378,58,235,2017-09-01T00:00:00Z,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-10-18T00:00:00Z
15734,12,240,2017-09-01T00:00:00Z,TRUE,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-08-07T00:00:00Z
3097,70,336,2017-09-01T00:00:00Z,FALSE,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1991-05-06T00:00:00Z
16439,0,368,2017-09-01T00:00:00Z,FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,1997-10-04T00:00:00Z
233,92,396,2017-09-01T00:00:00Z,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1991-01-21T00:00:00Z
7854,26,507,2017-09-01T00:00:00Z,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-26T00:00:00Z
